Cantidad_plantas,antiguedad,dormitorios,cocheras,baños,ambientes,m2_totales,m2_cubiertos,expenses,price,latitud,longitud,precio_m2_cercano,Pileta_sí,Apto_credito_sí,vivienda_Departamento,vivienda_PH
-0.12258597964029741,-0.15529417499989187,1.2921406551603765,-0.04308530953071091,1.1436564322268568,0.7859125012534345,0.5538076717790854,1.989370606700375,-0.7215990572287584,13.28787951079572,-0.08443270262324162,0.17435578597361484,0.12899475025035664,0.0,0.0,0.0,0.0
-0.12258597964029741,1.0393588571821921,0.3320801483762167,-0.04308530953071091,-0.9940460310298842,0.1406826797823827,-0.7799009350974537,-0.723105687231075,0.38963996024162467,11.931642378754141,-0.10044035321030541,0.19786109720318615,0.7853430181388105,0.0,0.0,1.0,0.0
8.157539736063475,-0.9019523201136943,0.3320801483762167,-0.04308530953071091,1.1436564322268568,0.1406826797823827,3.476935934219019,0.9470764752359752,1.8930809838780254,12.847929163278053,-0.07551094770991434,0.14817576623271725,-1.5241857937476535,1.0,0.0,0.0,0.0
-0.12258597964029741,-0.9517295297879479,2.2522011619445363,0.304875396787965,5.419061358740339,2.0763721441955383,1.2657874543973882,3.5842062054471073,-0.7215990572287584,13.038766527911386,-0.014853197780589064,-0.8314738783157251,-0.42921184160864123,0.0,0.0,0.0,0.0
-0.12258597964029741,1.537130953924727,0.3320801483762167,-0.04308530953071091,0.07480520059848629,0.1406826797823827,-0.44898075444387636,0.15593755617263558,0.9125759684629814,12.100717685412471,0.43462759348771246,-0.8655373108527132,-1.1283426173791375,0.0,0.0,1.0,0.0
-0.12258597964029741,1.537130953924727,-1.588040865192103,-0.3910460158493868,-0.9940460310298842,-1.149776963159721,-0.8099845878841426,-1.0621652239725063,-0.2294581694915482,11.813037464800539,-0.11037807547332898,0.20600364043635627,0.6512844480616522,0.0,0.0,0.0,1.0
-0.12258597964029741,-0.5037346427196664,-0.6279803584079431,-0.04308530953071091,0.07480520059848629,-0.5045471416886691,-0.825026414277487,-0.7858944903313401,-0.7215990572287584,12.144202560946876,-0.10336954645270288,0.1996332799709054,-0.373600584749104,0.0,0.0,0.0,0.0
-0.12258597964029741,-0.9517295297879479,-1.588040865192103,-0.3910460158493868,-0.9940460310298842,-1.149776963159721,-0.8551100670641759,-1.0872807452126123,0.6190076563367277,12.175618592671356,-0.11035374633713135,0.20955579512455533,1.7296090384882024,0.0,0.0,1.0,0.0
-0.12258597964029741,1.0393588571821921,1.2921406551603765,0.652836103106641,2.2125076638552272,0.7859125012534345,1.8875162786556245,4.249767518309917,-0.7215990572287584,12.793862088206213,0.16816794265936785,-0.19918281806493127,-0.29083603658299545,0.0,0.0,0.0,0.0
-0.12258597964029741,-0.9019523201136943,1.2921406551603765,-0.3910460158493868,1.1436564322268568,0.7859125012534345,3.943232552412696,0.9847497570961341,2.546750994154721,12.971542813248437,0.3992825719775401,-0.4424978884550722,-0.9034084007658403,0.0,0.0,0.0,0.0
-0.12258597964029741,-0.8023979007651874,-0.6279803584079431,0.304875396787965,-0.9940460310298842,0.7859125012534345,-0.5292038285417133,-0.697990165990969,-0.7215990572287584,11.608244735642321,0.4387155834872465,-0.8799541295195937,-0.6031278387706553,0.0,0.0,0.0,0.0
-0.12258597964029741,1.537130953924727,-0.6279803584079431,-0.3910460158493868,-0.9940460310298842,-0.5045471416886691,-0.8099845878841426,-0.9993764208722412,-0.2294581694915482,11.775297421715827,-0.11664533046989456,0.2045060535249617,0.2706614712152835,0.0,0.0,0.0,1.0
-0.12258597964029741,-0.5535118523939199,-0.6279803584079431,-0.3910460158493868,-0.9940460310298842,-1.7950067846307727,-0.9654167939487016,-1.1751850695529833,-0.26403005003507124,10.714439990727769,-0.014853197780589064,-0.8314738783157251,-0.4488785203175216,0.0,0.0,1.0,0.0
-0.12258597964029741,-0.7028434814166804,0.3320801483762167,-0.3910460158493868,-0.9940460310298842,0.1406826797823827,-0.2383951849370544,-0.547297038550333,-0.2294581694915482,11.771443882099637,-0.11924847853132288,0.19003117368558303,-0.48353581301682896,0.0,0.0,0.0,1.0
-0.12258597964029741,-0.9517295297879479,0.3320801483762167,-0.04308530953071091,-0.9940460310298842,0.1406826797823827,0.44851488702567444,-0.3966039111096968,-0.7215990572287584,12.07254696717504,-0.014853197780589064,-0.8314738783157251,-0.3766206882946789,0.0,0.0,0.0,0.0
-0.12258597964029741,-0.35440301369690586,0.3320801483762167,0.652836103106641,1.1436564322268568,0.1406826797823827,-0.15817211083921745,0.5326703747742259,-0.7215990572287584,12.506180941677357,-0.12639608332123284,0.17154021420937338,-1.2288017199957841,0.0,0.0,0.0,0.0
