url,title,rent_price,expenses_price,location,icon-stotal,icon-scubierta,icon-ambiente,icon-bano,icon-cochera,icon-dormitorio,icon-antiguedad,icon-orientacion,general_features,icon-toilete,features,icon-luminosidad,icon-disposicion,icon-inmueble
"https://www.zonaprop.com.ar/propiedades/clasificado/veclcana-venta-duplex-tipo-casa-4-ambientes-parque-leloir-56235997.html?labs=3,I-27-i-i-removeTipoCategoria,20250607100156,9c3deed6-a3fb-481a-af13-24c0c0726999&userid=0&itemid=56129474&labs_source=RECOMENDADOS_LISTADO_PROPIEDAD_PERSONALIZED_DESKTOP&labs_version=2",Casa · 120m² · 4 ambientes · 2 cocheras,USD 215.000,No disponible,"De la Tradición 2300, Ituzaingó Norte, Ituzaingó",150 m² tot.,120 m² cub.,4 amb.,3 baños,2 coch.,3 dorm.,A estrenar,,; ,1 toilette,,,,
"https://www.zonaprop.com.ar/propiedades/clasificado/veclcana-venta-casa-4-amb-sobre-3-lotes-56280786.html?labs=4,I-27-i-i-removeTipoCategoria,20250607100156,9c3deed6-a3fb-481a-af13-24c0c0726999&userid=0&itemid=56129474&labs_source=RECOMENDADOS_LISTADO_PROPIEDAD_PERSONALIZED_DESKTOP&labs_version=2",Casa · 140m² · 4 ambientes · 2 cocheras,USD 249.000,No disponible,"Emilio Frers 2100, Parque Leloir, Ituzaingó",155 m² tot.,140 m² cub.,4 amb.,2 baños,2 coch.,3 dorm.,24 años,,; ; ; ; ; ,,,,,
"https://www.zonaprop.com.ar/propiedades/clasificado/veclcana-parque-leloir:-olsen-reserva-leloir:-4-amb:-a-estrenar-49629436.html?labs=5,I-27-i-i-removeTipoCategoria,20250607100156,9c3deed6-a3fb-481a-af13-24c0c0726999&userid=0&itemid=56129474&labs_source=RECOMENDADOS_LISTADO_PROPIEDAD_PERSONALIZED_DESKTOP&labs_version=2",Casa · 170m² · 4 ambientes · 2 cocheras,USD 340.300,No disponible,"Olsen Reserva Leloir 100, Parque Leloir, Ituzaingó",188 m² tot.,170 m² cub.,4 amb.,3 baños,2 coch.,3 dorm.,A estrenar,NO,; ; ; ; ; ,,,,,
"https://www.zonaprop.com.ar/propiedades/clasificado/veclcana-alquiler-amplio-duplex-en-barrio-cerrado-altos-del-sol-55513925.html?labs=6,I-27-i-i-removeTipoCategoria,20250607100156,9c3deed6-a3fb-481a-af13-24c0c0726999&userid=0&itemid=56129474&labs_source=RECOMENDADOS_LISTADO_PROPIEDAD_PERSONALIZED_DESKTOP&labs_version=2",Casa · 137m² · 5 ambientes · 1 cochera,USD 250.000,Expensas $ 607.000,"Horacio Quiroga al 4905, Altos del Sol, Villa Udaondo",137 m² tot.,137 m² cub.,5 amb.,2 baños,1 coch.,3 dorm.,14 años,NO,; ; ; ; ; ; ; ; ; ,1 toilette,,Muy luminoso,,
"https://www.zonaprop.com.ar/propiedades/clasificado/veclcana-casa-en-venta-4-ambientes-en-ituzaingo-con-pileta-55182298.html?labs=7,I-27-i-i-removeTipoCategoria,20250607100156,9c3deed6-a3fb-481a-af13-24c0c0726999&userid=0&itemid=56129474&labs_source=RECOMENDADOS_LISTADO_PROPIEDAD_PERSONALIZED_DESKTOP&labs_version=2",Casa · 300m² · 5 ambientes · 2 cocheras,USD 250.000,No disponible,"Domingo Olivera 900, Ituzaingó, GBA Oeste",150 m² tot.,300 m² cub.,5 amb.,2 baños,2 coch.,3 dorm.,20 años,SO,; ; ; ; ; ; ,2 toilettes,,,,
"https://www.zonaprop.com.ar/propiedades/clasificado/veclcana-venta-casa-en-barrio-cerrado-altos-del-sol-56174024.html?labs=8,I-27-i-i-removeTipoCategoria,20250607100156,9c3deed6-a3fb-481a-af13-24c0c0726999&userid=0&itemid=56129474&labs_source=RECOMENDADOS_LISTADO_PROPIEDAD_PERSONALIZED_DESKTOP&labs_version=2",Casa · 169m² · 4 ambientes,USD 349.000,No disponible,"Horacio Quiroga 4900, Altos del Sol, Villa Udaondo",194 m² tot.,169 m² cub.,4 amb.,2 baños,,3 dorm.,21 años,,Toilette,1 toilette,,,,
"https://www.zonaprop.com.ar/propiedades/clasificado/veclcana-venta-duplex-4-amb-a-estrenar-ituziango-norte-54394156.html?labs=9,I-27-i-i-removeTipoCategoria,20250607100156,9c3deed6-a3fb-481a-af13-24c0c0726999&userid=0&itemid=56129474&labs_source=RECOMENDADOS_LISTADO_PROPIEDAD_PERSONALIZED_DESKTOP&labs_version=2",Casa · 150m² · 4 ambientes · 2 cocheras,USD 270.000,No disponible,"Laprida , Ituzaingó Norte, Ituzaingó",250 m² tot.,150 m² cub.,4 amb.,2 baños,2 coch.,3 dorm.,A estrenar,,Permite mascotas; Cantidad plantas : 2; Cobertura cochera : Descubierta; Parrilla,1 toilette,,Muy luminoso,,
"https://www.zonaprop.com.ar/propiedades/clasificado/veclcana-venta-chalet-en-ituzaingo-norte-apto-credito-55587779.html?labs=10,I-27-i-i-removeTipoCategoria,20250607100156,9c3deed6-a3fb-481a-af13-24c0c0726999&userid=0&itemid=56129474&labs_source=RECOMENDADOS_LISTADO_PROPIEDAD_PERSONALIZED_DESKTOP&labs_version=2",Casa · 160m² · 4 ambientes · 2 cocheras,USD 230.000,No disponible,"Paulino Rojas al 200, Ituzaingó Norte, Ituzaingó",200 m² tot.,160 m² cub.,4 amb.,2 baños,2 coch.,3 dorm.,40 años,E,; ; ; ; ; ; ; ,,,Muy luminoso,,
"https://www.zonaprop.com.ar/propiedades/clasificado/veclcana-casa-chalet-en-venta-en-parque-leloir-ituzaingo-53876130.html?labs=11,I-27-i-i-removeTipoCategoria,20250607100156,9c3deed6-a3fb-481a-af13-24c0c0726999&userid=0&itemid=56129474&labs_source=RECOMENDADOS_LISTADO_PROPIEDAD_PERSONALIZED_DESKTOP&labs_version=2",Casa · 160m² · 4 ambientes · 2 cocheras,USD 250.000,No disponible,"De La Tropilla 1600, Parque Leloir, Ituzaingó",160 m² tot.,160 m² cub.,4 amb.,3 baños,2 coch.,3 dorm.,8 años,,,,,,,
"https://www.zonaprop.com.ar/propiedades/clasificado/veclcana-4-ambientes-zorrilla-de-san-martin-4069-43504003.html?labs=12,I-27-i-i-removeTipoCategoria,20250607100156,9c3deed6-a3fb-481a-af13-24c0c0726999&userid=0&itemid=56129474&labs_source=RECOMENDADOS_LISTADO_PROPIEDAD_PERSONALIZED_DESKTOP&labs_version=2",Casa · 146m² · 4 ambientes · 1 cochera,USD 280.000,No disponible,"Zorrilla de San Martin 4069, Villa Udaondo, Ituzaingó",146 m² tot.,146 m² cub.,4 amb.,2 baños,1 coch.,3 dorm.,15 años,,; ,1 toilette,,,,
"https://www.zonaprop.com.ar/propiedades/clasificado/veclcana-casa-ituzaingo-45138597.html?labs=13,I-27-i-i-removeTipoCategoria,20250607100156,9c3deed6-a3fb-481a-af13-24c0c0726999&userid=0&itemid=56129474&labs_source=RECOMENDADOS_LISTADO_PROPIEDAD_PERSONALIZED_DESKTOP&labs_version=2",Casa · 180m² · 4 ambientes · 2 cocheras,USD 270.000,No disponible,"Gral Lavalle al 500, Ituzaingó, GBA Oeste",180 m² tot.,180 m² cub.,4 amb.,3 baños,2 coch.,3 dorm.,A estrenar,S,; ; ; ; ; ; ,1 toilette,,,,
"https://www.zonaprop.com.ar/propiedades/clasificado/veclcana-casa-en-venta-4-ambientes-altos-del-sol-56170316.html?labs=14,I-27-i-i-removeTipoCategoria,20250607100156,9c3deed6-a3fb-481a-af13-24c0c0726999&userid=0&itemid=56129474&labs_source=RECOMENDADOS_LISTADO_PROPIEDAD_PERSONALIZED_DESKTOP&labs_version=2",Casa · 131m² · 4 ambientes · 1 cochera,USD 280.000,No disponible,"Horacio Quiroga 4900, Altos del Sol, Villa Udaondo",131 m² tot.,131 m² cub.,4 amb.,3 baños,1 coch.,3 dorm.,13 años,,; ; ,1 toilette,,,,
"https://www.zonaprop.com.ar/propiedades/clasificado/veclcana-casa-en-venta-54418859.html?labs=15,I-27-i-i-removeTipoCategoria,20250607100156,9c3deed6-a3fb-481a-af13-24c0c0726999&userid=0&itemid=56129474&labs_source=RECOMENDADOS_LISTADO_PROPIEDAD_PERSONALIZED_DESKTOP&labs_version=2",Casa · 180m² · 4 ambientes · 3 cocheras,USD 350.000,No disponible,"Bacacay al 1000, Ituzaingó Norte, Ituzaingó",257 m² tot.,180 m² cub.,4 amb.,2 baños,3 coch.,3 dorm.,15 años,,; ; ; ; ; ; ; ,1 toilette,,Muy luminoso,,
"https://www.zonaprop.com.ar/propiedades/clasificado/veclcana-casa-venta-ituzaingo-52491575.html?labs=16,I-27-i-i-removeTipoCategoria,20250607100156,9c3deed6-a3fb-481a-af13-24c0c0726999&userid=0&itemid=56129474&labs_source=RECOMENDADOS_LISTADO_PROPIEDAD_PERSONALIZED_DESKTOP&labs_version=2",Casa · 140m² · 4 ambientes · 2 cocheras,USD 250.000,No disponible,"Monseñor Espinosa 600, Ituzaingó Norte, Ituzaingó",240 m² tot.,140 m² cub.,4 amb.,3 baños,2 coch.,3 dorm.,8 años,N,; ; ; ,,,,,
"https://www.zonaprop.com.ar/propiedades/clasificado/veclcana-casa-venta-ituzaingo-54556891.html?labs=17,I-27-i-i-removeTipoCategoria,20250607100156,9c3deed6-a3fb-481a-af13-24c0c0726999&userid=0&itemid=56129474&labs_source=RECOMENDADOS_LISTADO_PROPIEDAD_PERSONALIZED_DESKTOP&labs_version=2",Casa · 180m² · 4 ambientes · 2 cocheras,USD 230.000,No disponible,"Badaracco 100, Ituzaingó Norte, Ituzaingó",180 m² tot.,180 m² cub.,4 amb.,3 baños,2 coch.,3 dorm.,,N,; ; ; ; ,,,,,
"https://www.zonaprop.com.ar/propiedades/clasificado/veclcana-complejo-cerrado-en-venta-gaucho-de-guemes-2300-55983690.html?labs=18,I-27-i-i-removeTipoCategoria,20250607100156,9c3deed6-a3fb-481a-af13-24c0c0726999&userid=0&itemid=56129474&labs_source=RECOMENDADOS_LISTADO_PROPIEDAD_PERSONALIZED_DESKTOP&labs_version=2",Casa · 110m² · 3 ambientes · 2 cocheras,USD 220.000,No disponible,"Gaucho De Guemes 2300, Parque Leloir, Ituzaingó",140 m² tot.,110 m² cub.,3 amb.,3 baños,2 coch.,3 dorm.,2 años,,; ; ,,,Muy luminoso,,
"https://www.zonaprop.com.ar/propiedades/clasificado/veclcana-duplex-en-venta:-altos-del-sol:-4-ambientes:-142-m2-45678616.html?labs=19,I-27-i-i-removeTipoCategoria,20250607100156,9c3deed6-a3fb-481a-af13-24c0c0726999&userid=0&itemid=56129474&labs_source=RECOMENDADOS_LISTADO_PROPIEDAD_PERSONALIZED_DESKTOP&labs_version=2",Casa · 142m² · 4 ambientes · 1 cochera,USD 270.000,No disponible,"Horacio Quiroga Lote / N° 4901, Altos del Sol, Villa Udaondo",182 m² tot.,142 m² cub.,4 amb.,3 baños,1 coch.,3 dorm.,18 años,N,; ; ; ; ,,,,,
https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-venta-de-departamento-3-amb.-en-ramos-mejia-muy-buen-55293120.html,Departamento · 50m² · 3 ambientes,USD 52.000,No disponible,"Magallanes al 900, Ramos Mejía, La Matanza",50 m² tot.,50 m² cub.,3 amb.,1 baño,,2 dorm.,15 años,,; ,,,,,
https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-venta-departamento-3-ambientes-con-balcon-y-vista-56195611.html,Departamento · 54m² · 3 ambientes,USD 85.000,Expensas $ 89.000,"Cochabamba 2800, San Cristobal, Capital Federal",58 m² tot.,54 m² cub.,3 amb.,1 baño,,2 dorm.,50 años,N,; ,,,,Contrafrente,
https://www.zonaprop.com.ar/propiedades/clasificado/veclphin-ph-en-venta-2-dorm.-1-bano-villa-pueyrredon-56393031.html,PH · 52m² · 3 ambientes,USD 155.000,No disponible,"Curupaytí e/ Helguera y Cochrane, Villa Pueyrredón, Capital Federal",85 m² tot.,52 m² cub.,3 amb.,1 baño,,2 dorm.,7 años,S,; ; ; ; ,,,Muy luminoso,Frente,
https://www.zonaprop.com.ar/propiedades/emprendimiento/ememvein-shulbius-trade-55402856.html,No disponible,No disponible,No disponible,"Segurola 1493, Vicente López, Vicente López, Vicente López",,,,,,,,,,,No disponible,,,
https://www.zonaprop.com.ar/propiedades/clasificado/veclcain-casa-de-diseno-en-venta-en-barrio-abasto-de-4-dorm.-55638522.html,Casa · 210m² · 6 ambientes · 2 cocheras,USD 415.000,No disponible,"Viamonte al 900 - Casa 4 Dormitorios con Jardín y Pileta, Abasto, Distrito Centro",250 m² tot.,210 m² cub.,6 amb.,3 baños,2 coch.,4 dorm.,A estrenar,S,; ; ; ; ; ; ; ; ,,,Muy luminoso,,
https://www.zonaprop.com.ar/propiedades/clasificado/veclcain-venta-casa-el-canton-golf-49752629.html,Casa · 240m² · 5 ambientes · 4 cocheras,USD 296.000,Expensas $ 500.000,"El Canton Lote / N° 0, El Cantón, El Cazador",860 m² tot.,240 m² cub.,5 amb.,4 baños,4 coch.,4 dorm.,A estrenar,NE,; ; ; ; ,,,,,
https://www.zonaprop.com.ar/propiedades/clasificado/veclcain-casa-venta-4-dorm.-la-delfina-lote-de-728-m-sup2-56277811.html,Casa · 240m² · 5 ambientes · 4 cocheras,USD 340.000,Expensas $ 390.000,"Casa Venta 4 Dormitorios La Delfina Lote de 728 m2 Pilar, La Delfina, Derqui",300 m² tot.,240 m² cub.,5 amb.,3 baños,4 coch.,4 dorm.,17 años,,; ,1 toilette,,,,
https://www.zonaprop.com.ar/propiedades/emprendimiento/ememvein-lofty-midtown-52556607.html,No disponible,No disponible,No disponible,"Garay 1694, Güemes, Mar del Plata",,,,,,,,,,,No disponible,,,
https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-hermoso-3-ambientes-en-colegiales!-excelente-estado!-55348950.html,Departamento · 54m² · 3 ambientes,USD 115.000,Expensas $ 30.000,"Charlone 600, Colegiales, Capital Federal",54 m² tot.,54 m² cub.,3 amb.,1 baño,,2 dorm.,50 años,NE,; ; ,,,Muy luminoso,,
https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-departamento-en-venta-milnuevediez-3-dorm.-y-jardin-55680984.html,Departamento · 190m² · 4 ambientes · 2 cocheras,USD 460.000,No disponible,"Milnuevediez, Villa Belgrano, Córdoba",230 m² tot.,190 m² cub.,4 amb.,3 baños,2 coch.,3 dorm.,3 años,N,; ; ; ; ,1 toilette,,,,
https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-departamento-en-venta-en-villa-belgrano-2-dorm.-en-56394553.html,Departamento · 111m² · 4 ambientes · 2 cocheras,USD 320.000,No disponible,"Enrique Cavendish al 6100, Villa Belgrano, Córdoba",140 m² tot.,111 m² cub.,4 amb.,2 baños,2 coch.,2 dorm.,A estrenar,NE,; ; ; ; ; ,1 toilette,,Muy luminoso,Frente,
https://www.zonaprop.com.ar/propiedades/emprendimiento/ememvein-nicaragua-4356-56353675.html,No disponible,No disponible,No disponible,"Nicaragua 4356, Palermo, Capital Federal",,,,,,,,,,,No disponible,,,
https://www.zonaprop.com.ar/propiedades/clasificado/veclphin-ph-4-ambientes-totalmente-reciclado-patio-terraza-56404671.html,PH · 88m² · 4 ambientes,USD 249.000,Expensas $ 15.000,"Palestina al 1000, Almagro, Capital Federal",132 m² tot.,88 m² cub.,4 amb.,2 baños,,3 dorm.,60 años,N,; ; ; ; ; ,,,,Lateral,
https://www.zonaprop.com.ar/propiedades/clasificado/veclcain-casa-en-venta-6-ambientes-costa-esmeralda-55569674.html,Casa · 316m² · 6 ambientes,USD 620.000,No disponible,"Maritimo III L14, Marítimo III, Costa Esmeralda",1000 m² tot.,316 m² cub.,6 amb.,4 baños,,5 dorm.,A estrenar,,; ; ; ; ; ,1 toilette,,Muy luminoso,,
https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-venta-departamento-3-ambientes-palermo-55758980.html,Departamento · 56m² · 3 ambientes,USD 162.500,Expensas $ 221.879,"HONDURAS 6038. Entre Dorrego, avda. y Arevalo, Palermo, Capital Federal",82 m² tot.,56 m² cub.,3 amb.,1 baño,,2 dorm.,,,,,,,Contrafrente,
https://www.zonaprop.com.ar/propiedades/emprendimiento/ememvein-goyena-portland-56318537.html,No disponible,No disponible,No disponible,"AV PEDRO GOYENA 655, Caballito Sur, Caballito",,,,,,,,,,,No disponible,,,
https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-departamento-en-venta-4-ambientes-en-el-barrio-de-56368081.html,Departamento · 134m² · 4 ambientes,USD 250.000,Expensas $ 240.000,"Ayacucho 800, Recoleta, Capital Federal",134 m² tot.,134 m² cub.,4 amb.,2 baños,,3 dorm.,50 años,N,; ,,,,Frente,
https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-departamento-3-ambientes-venta-agronomia-53712313.html,Departamento · 68m² · 3 ambientes · 2 cocheras,USD 188.000,Expensas $ 118.000,"BEIRO, FRANCISCO, AVDA. 2400. Entre Artigas y Zamudio, Agronomía, Capital Federal",82 m² tot.,68 m² cub.,3 amb.,2 baños,2 coch.,2 dorm.,10 años,N,; ; ,1 toilette,,,Contrafrente,
https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-departamento-3-ambientes-santos-lugares-55846825.html,Departamento · 58m² · 3 ambientes,USD 89.900,Expensas $ 45.000,"Alpatacal 3245, Santos Lugares, Tres de Febrero",66 m² tot.,58 m² cub.,3 amb.,1 baño,,2 dorm.,37 años,O,; ; ; ; ,,,Muy luminoso,Contrafrente,
https://www.zonaprop.com.ar/propiedades/emprendimiento/ememvein-werk-33-56355653.html,No disponible,No disponible,No disponible,"San Juan 523, Martín, Distrito Centro",,,,,,,,,,,No disponible,,,
https://www.zonaprop.com.ar/propiedades/clasificado/veclphin-ph-en-venta-2-dorm.-2-banos-patio-y-parrilla-134-56381045.html,PH · 75m² · 3 ambientes,USD 55.000,No disponible,"Boulevard 120 e/ 63 y 64, La Plata, GBA Sur",134 m² tot.,75 m² cub.,3 amb.,2 baños,,2 dorm.,30 años,N,; ; ; ; ,,,Muy luminoso,Interno,
https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-departamento-en-venta-4-ambientes-con-cochera-en-nunez-55637106.html,Departamento · 110m² · 4 ambientes · 1 cochera,USD 410.000,Expensas $ 100.000,"Paroissien al 2300, Núñez, Capital Federal",150 m² tot.,110 m² cub.,4 amb.,3 baños,1 coch.,3 dorm.,A estrenar,SE,; ; ,1 toilette,,,Frente,
https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-terrazas-del-yacht-48651158.html,Departamento · 125m² · 3 ambientes · 1 cochera,USD 670.000,Expensas $ 815.700,"Juana Manso al 400, Puerto Madero, Capital Federal",125 m² tot.,125 m² cub.,3 amb.,2 baños,1 coch.,2 dorm.,15 años,,; ; ; ; ,,,Muy luminoso,Frente,
https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-reservado-penthouse-5-ambientes-con-terraza-propia-y-56102331.html,Departamento · 270m² · 5 ambientes · 1 cochera,USD 880.000,Expensas $ 412.000,"República Arabe Siria al 2900, Palermo Chico, Palermo",270 m² tot.,270 m² cub.,5 amb.,2 baños,1 coch.,3 dorm.,35 años,,; ; ; ,1 toilette,,,Frente,
https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-en-venta-departamento-2-ambientes-hurlingham-deparc-55331886.html,Departamento · 53m² · 2 ambientes,USD 75.000,No disponible,"Julio Argentino Roca 1200. Entre Hudson y Gral o Brien, Hurlingham, GBA Oeste",60 m² tot.,53 m² cub.,2 amb.,1 baño,,1 dorm.,A estrenar,NE,; ; ; ; ; ; ,,,,Frente,
https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-monoambiente-luminoso-en-zona-rio-cercano-al-parque-y-54948557.html,Departamento · 22m² · 1 ambiente,USD 38.900,No disponible,"Brown 1963, Distrito Centro, Rosario",22 m² tot.,22 m² cub.,1 amb.,1 baño,,,24 años,S,; ,,,,Contrafrente,
https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-departamento-de-3amb-en-edificio-de-categoria-53629330.html,Departamento · 88m² · 3 ambientes,USD 242.121,No disponible,"Av. Bunge y Libertador sur, Pinamar, Buenos Aires Costa Atlántica",103 m² tot.,88 m² cub.,3 amb.,3 baños,,2 dorm.,A estrenar,,; ; ; ; ,,,Muy luminoso,Contrafrente,
https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-venta.-alberdi.-depto-un-dormitorio.-estrenar.-piso-5-56006936.html,Departamento · 48m² · 2 ambientes,USD 54.000,No disponible,"Av. Duarte Quiros 3200, Alberdi, Córdoba",54 m² tot.,48 m² cub.,2 amb.,1 baño,,1 dorm.,A estrenar,N,; ,,,Muy luminoso,,
https://www.zonaprop.com.ar/propiedades/clasificado/veclcain-venta-de-casa-5-ambientes-en-ramos-mejia-54595443.html,Casa · 300m² · 5 ambientes · 1 cochera,USD 250.000,No disponible,"25 DE MAYO 200. Entre Bolivar y Mariano moreno, Ramos Mejía, La Matanza",300 m² tot.,300 m² cub.,5 amb.,4 baños,1 coch.,4 dorm.,10 años,SE,; ; ,1 toilette,,,,
https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-oportunidad-a-reciclar-100-m-sup2--cub-y-100-m-sup2-56291926.html,Departamento · 100m² · 5 ambientes · 1 cochera,USD 245.000,Expensas $ 430.000,"Amenabar al 1800, Belgrano, Capital Federal",200 m² tot.,100 m² cub.,5 amb.,2 baños,1 coch.,3 dorm.,38 años,SE,; ; ; ; ,1 toilette,,,Contrafrente,
"https://www.zonaprop.com.ar/propiedades/clasificado/veclcana-venta-casa-4-ambientes-ituzaingo-56156760.html?labs=0,AnnoyAPI_itemitem_RC=_UC=,20250607100926,2a182f88-df37-4b57-8877-d468b8a107a6&userid=0&itemid=45678616&labs_source=RECOMENDADOS_LISTADO_PROPIEDAD_PERSONALIZED_DESKTOP&labs_version=2",Casa · 200m² · 4 ambientes · 3 cocheras,USD 245.000,No disponible,"Capitán Rodríguez Flores al 200, Ituzaingó Norte, Ituzaingó",200 m² tot.,200 m² cub.,4 amb.,2 baños,3 coch.,3 dorm.,30 años,E,; ; ; ; ; ; ,1 toilette,,,,
"https://www.zonaprop.com.ar/propiedades/clasificado/veclcana-venta-casa-5-ambientes-c-pileta-en-villa-udaondo-56110169.html?labs=1,AnnoyAPI_itemitem_RC=_UC=,20250607100926,2a182f88-df37-4b57-8877-d468b8a107a6&userid=0&itemid=45678616&labs_source=RECOMENDADOS_LISTADO_PROPIEDAD_PERSONALIZED_DESKTOP&labs_version=2",Casa · 147m² · 5 ambientes · 3 cocheras,USD 265.000,No disponible,"El Tirador 1000, Parque Leloir, Ituzaingó",173 m² tot.,147 m² cub.,5 amb.,3 baños,3 coch.,4 dorm.,35 años,,; ,,,,,
"https://www.zonaprop.com.ar/propiedades/clasificado/veclcana-casa-impecable-en-ituzaingo-norte-55804754.html?labs=2,AnnoyAPI_itemitem_RC=_UC=,20250607100926,2a182f88-df37-4b57-8877-d468b8a107a6&userid=0&itemid=45678616&labs_source=RECOMENDADOS_LISTADO_PROPIEDAD_PERSONALIZED_DESKTOP&labs_version=2",Casa · 166m² · 3 ambientes · 2 cocheras,USD 300.000,No disponible,"Trole 100, Ituzaingó Norte, Ituzaingó",166 m² tot.,166 m² cub.,3 amb.,2 baños,2 coch.,2 dorm.,20 años,NO,; ,,,,,
"https://www.zonaprop.com.ar/propiedades/clasificado/veclcana-venta-casa-4-ambientes-ituzaingo-norte-56169949.html?labs=3,AnnoyAPI_itemitem_RC=_UC=,20250607100926,2a182f88-df37-4b57-8877-d468b8a107a6&userid=0&itemid=45678616&labs_source=RECOMENDADOS_LISTADO_PROPIEDAD_PERSONALIZED_DESKTOP&labs_version=2",Casa · 150m² · 4 ambientes · 1 cochera,USD 270.000,No disponible,"Francisco Narciso de Laprida 300, Ituzaingó Norte, Ituzaingó",250 m² tot.,150 m² cub.,4 amb.,3 baños,1 coch.,3 dorm.,A estrenar,,,1 toilette,,,,
"https://www.zonaprop.com.ar/propiedades/clasificado/veclcana-venta-casa-4-amb-sobre-3-lotes-56280786.html?labs=4,AnnoyAPI_itemitem_RC=_UC=,20250607100926,2a182f88-df37-4b57-8877-d468b8a107a6&userid=0&itemid=45678616&labs_source=RECOMENDADOS_LISTADO_PROPIEDAD_PERSONALIZED_DESKTOP&labs_version=2",Casa · 140m² · 4 ambientes · 2 cocheras,USD 249.000,No disponible,"Emilio Frers 2100, Parque Leloir, Ituzaingó",155 m² tot.,140 m² cub.,4 amb.,2 baños,2 coch.,3 dorm.,24 años,,; ; ; ; ; ,,,,,
"https://www.zonaprop.com.ar/propiedades/clasificado/veclcana-alquiler-amplio-duplex-en-barrio-cerrado-altos-del-sol-55513925.html?labs=5,AnnoyAPI_itemitem_RC=_UC=,20250607100926,2a182f88-df37-4b57-8877-d468b8a107a6&userid=0&itemid=45678616&labs_source=RECOMENDADOS_LISTADO_PROPIEDAD_PERSONALIZED_DESKTOP&labs_version=2",Casa · 137m² · 5 ambientes · 1 cochera,USD 250.000,Expensas $ 607.000,"Horacio Quiroga al 4905, Altos del Sol, Villa Udaondo",137 m² tot.,137 m² cub.,5 amb.,2 baños,1 coch.,3 dorm.,14 años,NO,; ; ; ; ; ; ; ; ; ,1 toilette,,Muy luminoso,,
"https://www.zonaprop.com.ar/propiedades/clasificado/veclcana-venta-duplex-4-amb-a-estrenar-ituziango-norte-54394156.html?labs=6,AnnoyAPI_itemitem_RC=_UC=,20250607100926,2a182f88-df37-4b57-8877-d468b8a107a6&userid=0&itemid=45678616&labs_source=RECOMENDADOS_LISTADO_PROPIEDAD_PERSONALIZED_DESKTOP&labs_version=2",Casa · 150m² · 4 ambientes · 2 cocheras,USD 270.000,No disponible,"Laprida , Ituzaingó Norte, Ituzaingó",250 m² tot.,150 m² cub.,4 amb.,2 baños,2 coch.,3 dorm.,A estrenar,,; ; ; ,1 toilette,,Muy luminoso,,
"https://www.zonaprop.com.ar/propiedades/clasificado/veclcana-casa-en-venta-4-ambientes-altos-del-sol-56170316.html?labs=7,AnnoyAPI_itemitem_RC=_UC=,20250607100926,2a182f88-df37-4b57-8877-d468b8a107a6&userid=0&itemid=45678616&labs_source=RECOMENDADOS_LISTADO_PROPIEDAD_PERSONALIZED_DESKTOP&labs_version=2",Casa · 131m² · 4 ambientes · 1 cochera,USD 280.000,No disponible,"Horacio Quiroga 4900, Altos del Sol, Villa Udaondo",131 m² tot.,131 m² cub.,4 amb.,3 baños,1 coch.,3 dorm.,13 años,,; ; ,1 toilette,,,,
"https://www.zonaprop.com.ar/propiedades/clasificado/veclcana-venta-casa-barrio-maria-del-parque.-apto-credito-56129474.html?labs=8,AnnoyAPI_itemitem_RC=_UC=,20250607100926,2a182f88-df37-4b57-8877-d468b8a107a6&userid=0&itemid=45678616&labs_source=RECOMENDADOS_LISTADO_PROPIEDAD_PERSONALIZED_DESKTOP&labs_version=2",Casa · 180m² · 4 ambientes · 2 cocheras,USD 295.000,Expensas $ 350.000,"Gorostiaga 1700, Villa Udaondo, Ituzaingó",180 m² tot.,180 m² cub.,4 amb.,2 baños,2 coch.,3 dorm.,15 años,,,1 toilette,,,,
"https://www.zonaprop.com.ar/propiedades/clasificado/veclphna-ph-en-condominio-en-ituzaingo-56124867.html?labs=9,AnnoyAPI_itemitem_RC=_UC=,20250607100926,2a182f88-df37-4b57-8877-d468b8a107a6&userid=0&itemid=45678616&labs_source=RECOMENDADOS_LISTADO_PROPIEDAD_PERSONALIZED_DESKTOP&labs_version=2",PH · 180m² · 4 ambientes · 2 cocheras,USD 270.000,No disponible,"Francisco Narciso Laprida 300, Ituzaingó Norte, Ituzaingó",180 m² tot.,180 m² cub.,4 amb.,3 baños,2 coch.,3 dorm.,A estrenar,,; ; ; ,,,,,
